Accession Id,Artist,Credit Line,Display Dimensions,Geometry,Location Description,Medium,Source,Title,Location
1979.1,"Smith, Hassel",Purchased by the San Francisco Art Commission for the San Francisco International Airport,,"(-122.389979,37.615223)",Airport : Terminal 2 : Ticketing Lobby : Connector to Terminal 3,Oil,San Francisco Arts Commission,Metamorphosis,
T2009.63.a,"Smith, Owen",,,"(-122.4556651,37.7478586)",See Cover Record,Ceramic tile mosaic,San Francisco Arts Commission,Building the Iron Horse,
T2009.63.b,"Smith, Owen",,,"(-122.4556651,37.7478586)",See Cover Record,Ceramic tile mosaic,San Francisco Arts Commission,Building the Iron Horse,
T2009.63.a-c,"Smith, Owen",,,"(-122.4556651,37.7478586)",See Cover Record,Ceramic tile mosaic,San Francisco Arts Commission,Building the Iron Horse,
T2009.63.c,"Smith, Owen",,,"(-122.4556651,37.7478586)",See Cover Record,Ceramic tile mosaic,San Francisco Arts Commission,Building the Iron Horse,
T2009.61.j,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Link Building : Entrance Lobby : Cente,,San Francisco Arts Commission,,
T2009.61.g,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : North Residence Building : L5 : East W,,San Francisco Arts Commission,,
T2009.61.h,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : North Residence Building : L5 : Northe,,San Francisco Arts Commission,,
T2009.61.b,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : South Residence Building : L5 : Southw,,San Francisco Arts Commission,,
T2009.61.a,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : South Residence Building : L5 : Northw,,San Francisco Arts Commission,,
T2009.61.a-h,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital,Glass,San Francisco Arts Commission,Untitled [mosaics],
T2009.61.d,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : South Residence Building : L5 : Northe,,San Francisco Arts Commission,,
T2009.61.k,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Link Building : Entrance Lobby : Right,,San Francisco Arts Commission,,
T2009.61.c,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : South Residence Building : L5 : East W,,San Francisco Arts Commission,,
T2009.61.i,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Link Building : Entrance Lobby : Left,,San Francisco Arts Commission,,
T2009.61.e,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : North Residence Building : L5 : Northw,,San Francisco Arts Commission,,
T2009.61.f,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : North Residence Building : L5 : Southw,,San Francisco Arts Commission,,
T2009.65.a-f,"Smith, Owen",,,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Lobby,GFRC,San Francisco Arts Commission,Untitled [Sculpture Reliefs],
1984.9.a-w,"Snyder, Dan",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"8' H X 30"" W approx.","(-122.389979,37.615223)","Airport : Terminal 2 : Arrivals, Rear Wall",Polyurethane paint on aluminum,San Francisco Arts Commission,"Welcome North, Welcome South, Welcome East, Welcome West",
1999.14,"Sonnier, Keith",Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco.,,"(-122.389979,37.615223)",Airport : IT : Boarding Area G : Arrivals corridor,"Neon, Argon and Fluorescent lighting",San Francisco Arts Commission,Ceiling Flood,
T2009.36,"Sowers, Charles",Commissioned by the San Francisco Arts Commission and the Airport Commission for San Francisco International Airport,144 in. x 150 in. x 12 in.,"(-122.389979,37.615223)",Airport : Terminal 2 : Between Gates 58A and 58B : Children's Play Area,"Mechanical butterflies, motors and custom electronics",San Francisco Arts Commission,Butterfly Wall,
1993.7,"Sproat, Christopher Townsend",Commissioned by the San Francisco Art Commission for the Ellis O'Farrell Parking Corporation.,275' L X 5' W,"(-122.4194155,37.7749295)",City Department : DPT : Ellis and O'Farrell Parking Garage,"Painted aluminum, stainless steel, fluorescent light and wood feet",San Francisco Arts Commission,Spine,
1919.2,"Stackpole, Ralph",Gift of the San Francisco Bar Association,"Life size Head on a granite shaft 5' 6"" H","(-122.4184094,37.7793133)","Public Display : District 6 : City Hall : Elevator Lobby, 4th Floor",Bronze,San Francisco Arts Commission,James M. Seawell (1836-1917),
1934.5,"Stackpole, Ralph",Commissioned for Coit Tower,10' X 36',"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Industries of California,
1939.2,"Stackpole, Ralph",,"16"" granite head on 4' H wooden pedestal","(-122.138582,38.017438)",City Department : City Recorder,Granite,San Francisco Arts Commission,Edmund Godchaux (1849-1939),
1936.3.2,"Stackpole, Ralph",WPA Mural Project for Washington High School,66 in. x 324 in.,"(-122.4194155,37.7749295)",Public Display : District 1 : Washington High School : Librar y,Fresco panel,San Francisco Arts Commission,Contemporary Education,
1968.68,"Stellon, Anthony",Gift to the City from Mayor Alioto,"95 "" X 264 "" main mural 160"" Wide; side panels 52"" Wide each","(-122.4194155,37.7749295)",Franklin Square : Storage Yard,Tessere tile mosaic,San Francisco Arts Commission,The Brotherhood of Man,
1966.24,"Stern, Jan Peter",Purchased by the San Francisco Art Commission for the Golden Gateway Plaza,,"(-122.3991803,37.7953907)",Public Display : District 3 : Maritime Plaza,Aluminum,San Francisco Arts Commission,Limits of Horizon II,
1887.1,"Story, William Wetmore",Gift of James Lick to the City of San Francisco,,"(-122.4666711,37.7703537)","Public Display : District 1 : GGP, Music Concourse","Bronze, travertine and marble",San Francisco Arts Commission,Francis Scott Key (1780-1843),
2005.8,"Stutz, Michael",,,"(-122.389979,37.615223)",Airport : T1 : Boarding Area C : Gate 43,,San Francisco Arts Commission,Cardboard Kore,
1984.1,"Tamayo, Rufino",Purchased by the San Francisco Art Commission for the San Francisco International Airport,384 in. x 120 in. x 144 in.,"(-122.389979,37.615223)",Airport : Storage,Paint,San Francisco Arts Commission,"Conquest of Space, 1983",
1977.42,"Tchakalian, Sam",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"48"" H X 96"" W","(-122.389979,37.615223)",Airport : Terminal 2 : Ticketing Lobby : Connector to Terminal 3,Oil on canvas,San Francisco Arts Commission,Hitwood,
T2009.48,"Telcocci, Gina",,,"(-122.3976046,37.759961)",Public Display : District 10 : Potrero Branch Library : 1616 20th Street,Mixed Media ,San Francisco Arts Commission,here and past here,
1986.5,"Templeton, Mark",Purchased by the San Francisco Art Commission for the Hall of Justice,,"(-122.4158597,37.7791811)",Public Display : District 6 : 850 Bryant or Civic Center,Paper construction/watercolor and ink,San Francisco Arts Commission,85194,
1934.23,"Terada, Edward Takeo",Commissioned for Coit Tower,9' X 10',"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Sports,
1979.38,"Thiebaud, Wayne",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"60"" H X 48"" W","(-122.389979,37.615223)",Airport : Terminal 3,Oil on canvas,San Francisco Arts Commission,18th Street Downgrade,
1901.2,"Tilden, Douglas",Gift of James Mervyn Donahue,15' H; granite base is 6 1/2' H,"(-122.3994649,37.7907874)",Public Display : District 3 : Market and Battery Streets,Bronze,San Francisco Arts Commission,Mechanics Monument (Peter Donahue-1829-1885),
1897.1,"Tilden, Douglas",Gift of James D. Phelan,over life size figure atop a 24' granite shaft,"(-122.4020066,37.7887757)",Public Display : District 3 : Market and Montgomery,Bronze and granite,San Francisco Arts Commission,Native Sons Monument (Admission Day Monument),
1894.3,"Tilden, Douglas",Gift of James Mervyn Donahue,,"(-122.3994649,37.7907874)",Public Display : District 3 : Market and Battery,Bronze,San Francisco Arts Commission,Mechanics Monument (Peter Donahue-1829-1885),
1889.1,"Tilden, Douglas",Acquired in 1892 Gift of James D. Phelan,,"(-122.4825878,37.7700645)",Public Display : District 1 : GGP : JFK,Bronze,San Francisco Arts Commission,Ball Thrower,
1907.2,"Tilden, Douglas",Gift of James D. Phelan,6' H,"(-122.4666711,37.7703537)",Public Display : District 1 : GGP : Music Concourse,Bronze,San Francisco Arts Commission,Padre Junipero Serra (1713-1784),
1903.1,"Tilden, Douglas",Funds raised by popular subscription,12' H X 10' W on 10' granite base,"(-122.4267119,37.7691599)",Public Display : District 8 : Market and Dolores,Bronze,San Francisco Arts Commission,"California Volunteers, Spanish American War, 1898",
1977.41,"Torlakson, James",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"42 3/4"" H X 68"" W","(-122.389979,37.615223)",Airport : T3,Oil on canvas,San Francisco Arts Commission,Behind Ted McCann's Garage,
2008.12.a-c,"True, Laurel",,,"(-122.4573634,37.7240936)",Public Display : District 10 : Ocean and Granada Avenues,glazed ceramic tile,San Francisco Arts Commission,Sun Spheres,
1984.58,"Uehara, Kinji","Gift of Nagoya, Japan to the San Francisco Art Commission",,"(-122.389979,37.615223)",Airport : Principal Property Manager's Office,Oil,San Francisco Arts Commission,The Red Horizon,
1968.45,Vaea,Purchased by the San Francisco Art Commission for Health Center #3,"34"" H X 74"" W","(-122.4059739,37.7323428)",City Department : Health Center #3,Cement,San Francisco Arts Commission,Untitled,
1968.44,Vaea,Purchased by the San Francisco Art Commission for Health Center #3,"30"" H X 60"" W","(-122.4059739,37.7323428)",City Department : Health Center #3,Cement,San Francisco Arts Commission,Untitled,
1971.46,"Vaillancourt, Armand",Commissioned for the Embarcadero Plaza by the Redevelopment Agency and the San Francisco Art Commission,30' H,"(-122.3945938,37.7948985)",Public Display : District 3 : Embarcadero : Justin Herman Plaza,pre-cast aggregate concrete hollow-core boxes,San Francisco Arts Commission,The Embarcadero Fountain,
1971.45,VanDenberge,Purchased by the San Francisco Art Commission for Christopher Park.,,"(-122.4404504,37.7436619)",Public Display : District 8 : Christopher Park : 5210 Diamond Heights Blvd.,ceramic tile,San Francisco Arts Commission,Untitled,"5210 Diamond Heights Blvd
"
1973.25,"VanDenberge, Peter",Purchased by the San Francisco Art Commission for the Hall of Flowers at Golden Gate Park.,,"(-122.4194155,37.7749295)","Public Display : District 1 : GGP, Hall of Flowers",Glazed ceramic tile,San Francisco Arts Commission,Garden of Alice,
1973.23,"VanDenberge, Peter",Purchased by the San Francisco Art Commission for San Francisco City College.,5' H X 8' W,"(-122.451725,37.7277894)",Public Display : District 11 : CCSF : Phelan Campus : Library,Ceramic relief tile,San Francisco Arts Commission,Jungle Scenes,
1934.11,"Vidar, Frede",Commissioned for Coit Tower,,"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Department Store,
1977.59,"Villamor, Manuel",Purchased by the San Francisco Arts Commission for the San Francisco General Hospital,96 in. x 240 in.,"(-122.4044431,37.7557795)",City Department : SFGH : 3rd Floor Courtyard : Mechanical Building,Mosaic mural,San Francisco Arts Commission,Untitled,
1979.72,"Villamor, Manuel",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"40"" H X 30"" W","(-122.389979,37.615223)",Airport : T3 : Boarding Area E,Acrylic on canvas,San Francisco Arts Commission,Untitled,
1984.7,"Villegas, Victor Hugo Barranechea",Gift of the President of Venezuela to the City of San Francisco.,25' H,"(-110.9987805,29.1126824)","Public Display : District 6 : UN Plaza, West end",Bronze,San Francisco Arts Commission,Simon Bolivar,
1940.7,"Volz, Herman",Commissioned for San Francisco City College,50' H X 45' W,"(-122.451725,37.7277894)",Public Display : CCSF : Ocean Campus : Science Building : North and South Exteri,Mosaic,San Francisco Arts Commission,Education (Organic and Inorganic Science),
1935.1,"VonMeyer, Michael",Purchased by the San Francisco Art Commission for Fleishhacker Park.,"5'6"" tall","(-122.4571623,37.7683778)","Public Display : District 1 : GGP, Children's Playground",Indiana limestone,San Francisco Arts Commission,The Child,
1967.82,"Voulkos, Peter",Commissioned for the Hall of Justice,360 in. x 480 in.,"(-122.4194155,37.7749295)",Public Display : Hall of Justice : 850 Bryant at 7th St. : West Corner Lawn,Bronze,San Francisco Arts Commission,Untitled,
2008.10.a-aa,"Wagner, Catherine",,,"(-122.4194155,37.7749295)",Public Display : District 4 : Sava Pool : 19th Avenue and Ulloa,porcelain enamel,San Francisco Arts Commission,Swimmer's Waves,
1978.52,"Walburg, Gerald",Purchased by the San Francisco Art Commission for the San Francisco General Hospital,"120"" H X 300"" W X 96""D","(-122.4044431,37.7557795)",City Department : SFGH : Main Quad,Corten steel,San Francisco Arts Commission,Stiff Loops (Loop IV),
1923.2,"Walter, Edgar",Commissioned by the architect upon construction of the Steinhart Aquarium.,"24"" in diameter","(-122.4661846,37.7699161)",Museum : District 1 : GGP : Academy of Sciences,Bronze,San Francisco Arts Commission,Ignatz and Sigmund Steinhart (1840-1917),
T2009.6.a-i,"Washington, Horace",,,"(-122.4348103,37.7842191)",Public Display : District 5 : Hamilton Pool : 1900 Geary Blvd.,Glazed ceramic tile,San Francisco Arts Commission,Untitled,"1900 Geary Blvd
"
1988.4,"Washington, Horace",Purchased by the San Francisco Art Commission for the Northern Police Station.,"36"" H X 96"" W X 2 3/4"" D","(-122.4194155,37.7749295)",City Department : SFPD : Northern Station,Cast concrete wall relief,San Francisco Arts Commission,Untitled,
2005.4,"Wehrle, John",Collection of the City and County of San Francisco. Commissioned by the San Francisco Arts Commission for the San Francisco Public Library.,,"(-122.4659468,37.7142194)",City Department : SFPL: Ocean View Branch,"Acrylic paint, glazed ceramic tile, linoleum and polystyrene",San Francisco Arts Commission,Words Fly Away,"345 Randolph St
"
1934.28.1-5,"Wessels, Glenn",Works Progress Administration,,"(-122.4556651,37.7478586)",Public Display : District 7 : Laguna Honda Hospital,Pigment grounds in linseed oil,San Francisco Arts Commission,"Fire, Earth, Water, Air, The Professions",
1934.12,"Wight, Clifford",Commissioned for Coit Tower,10' X 4',"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Farmer and Cowboy,
1934.4,"Wight, Clifford",Commissioned for Coit Tower,10' X 4',"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Surveyor and Steelworker,
1979.4,"Wiley, William",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,,"(-122.389979,37.615223)",Airport : T3 : Gates 89-90,"Acrylic, pencil and paper",San Francisco Arts Commission,Void,
1994.3,"Wong, Al",Commissioned for Fire Station #2 by SF Art Commission,,"(-122.4194155,37.7749295)","City Department : Fire Station #2, 1340 Powell","ceramic, glass, plexiglass, neon",San Francisco Arts Commission,Light Clouds,
1981.19,"Wonner, Paul",Purchased by the San Francisco Art Commission for the Moscone Center,,"(-122.433021,37.801262)",Public Display : District 6 : Moscone Center,Acrylic,San Francisco Arts Commission,Souvenir of San Francisco,
T2009.42.a-x,Wowhaus,,,"(-122.4194155,37.7749295)",Public Display : Sunnyside Conservatory : 236 Monterey Blvd.,Bronze,San Francisco Arts Commission,Sunnyside Menagerie,"236 Monterey Blvd
"
1996.7,"Yung, Rene",Commissioned by the San Francisco Art Commission for Chinatown Branch of S.F. Public Library,,"(-122.4098394,37.7952221)","Public Display : District 3 : SFPL, Chinatown : 1135 Powell : Reading Room","Copper, copper leaf, aluminum, and lighting",San Francisco Arts Commission,Take Root,"1135 Powell St
"
1986.17,"Zajac, Jack",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"95"" H X 8 1/2"" W X 8 1/2"" D","(-122.389979,37.615223)",Airport : T1 : Boarding Area C,Bronze with granite base,San Francisco Arts Commission,Falling Water Santa Cruz II,
1934.7,"Zakheim, Bernard Baruch",Commissioned for Coit Tower,,"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Library,
2008.11.a-d,"Zed, Dana",,,"(-122.4194155,37.7749295)",Public Display : District 10 : Portola Branch Library : Bacon and Goettengen Str,glass and stainless steel,San Francisco Arts Commission,California Wildflowers,
T2009.33a-v,"Zoell, Bob",,,"(-122.389979,37.615223)",Airport : T-2 : Secure Connector,Frosted glass,San Francisco Arts Commission,Untitled [frosted glass panels],
