Accession Id,Artist,Credit Line,Display Dimensions,Geometry,Location Description,Medium,Source,Title,Location
1998.3.a-l,"Paley, Albert",Commissioned for Art Enrichment of the District Courthouse,"104"" H X 40"" W X 10 1/2"" D each","(-122.41883,37.780382)","Public Display : District 6 : Civic Center Courthouse, 400 McAllister","Stainless Steel, glass",San Francisco Arts Commission,Courthouse Entry Doors,
1988.11,"Parhad, Fred",Presented to the City of San Francisco by the Assyrian Foundation for the Arts.,"Sculpture: 126"" H X 48"" W X 30"" D Base: 59"" H X 60"" W X 36"" D","(-122.4194155,37.7749295)",Public Display : District 6 : Fulton St. between Polk and Larkin,Bronze,San Francisco Arts Commission,Ashurbanipal,
1910.1,"Patigian, Haig",Commissioned and placed in 1910 by the San Francisco Board of Supervisors.,"18""H X 36""W","(-122.4034248,37.7876664)",Public Display : District 3 : Market and Kearny,Bronze,San Francisco Arts Commission,Luisa Tetrazzini (1874-1940) Plaque,
1933.41,"Patigian, Haig",Gift of Mrs. Lillie Hitchcock Coit.,10' H,"(-122.1569535,37.7324503)",Public Display : District 3 : Washington Square Park,Bronze,San Francisco Arts Commission,Volunteer Fireman Memorial,
1911.1,"Patigian, Haig",Commissioned for the Weill Monument,"22"" in diameter","(-122.5019123,37.7836073)",Public Display : District 1 : Lincoln Park,Bronze,San Francisco Arts Commission,Raphael Weill (1837-1920) Plaque,
1937.3,"Patigian, Haig",Purchased by the San Francisco Art Commission for City Hall,,"(-122.4184094,37.7793133)","Public Display : District 6 : City Hall, 1st Floor",Bronze,San Francisco Arts Commission,James D. Phelan (1861-1930),
1922.1,"Patigian, Haig",Gift of Dr. Morris Hertzstein,8' H,"(-122.4666711,37.7703537)",Public Display : District 1 : GGP : Music Concourse,Bronze,San Francisco Arts Commission,General John J. Pershing (1860-1948),
1940.8,"Patigian, Haig",Gift of Major Edward Bowos.,10' H X 7' W X 5' D,"(-122.4391137,37.8066235)",Public Display : District 2 : Marina Green,Marble and bronze,San Francisco Arts Commission,William C. Ralston (1826-1875) Monument,
1926.1,"Patigian, Haig",Funds raised by popular subscription,,"(-122.4184094,37.7793133)","Public Display : District 6 : Outside City Hall, Polk St.",Bronze,San Francisco Arts Commission,Abraham Lincoln (1809-1865),
1936.7,"Patigian, Haig",Purchased by the San Francisco Art Commission for City Hall.,,"(-122.4184094,37.7793133)","Public Display : District 6 : City Hall, 1st Floor",Bronze,San Francisco Arts Commission,"James Rolph, Jr. (1869-1934)",
1917.3,"Patigian, Haig",Presented to the city of San Francisco by the school children.,,"(-122.4184094,37.7793133)","Public Display : District 6 : City Hall, east lobby",Bronze,San Francisco Arts Commission,Frederick Funston (1865-1917),
2000.4,"Patlan, Eduardo and Pineda, Ray",Commissioned for art enrichment of Jose Coronado Playground Recreation Center,varies,"(-122.4236112,37.7567494)","Public Display : District 10 : Jose Coronado Playground, Folsom and 21st St.",Glazed terracotta tile,San Francisco Arts Commission,Raizes/Roots,"Folsom
"
1988.44,"Paunov, Zlatko",Gift of Gandhi Memorial Foundation International,Sculpture: 8' H X 3 1/2' W X 4' D; Base: 3' H X 4' W X 4' D,"(-122.3916833,37.795664)",Public Display : District 3 : Ferry Plaza,Bronze,San Francisco Arts Commission,Mohandas K. Gandhi,
1966.23,"Perry, Charles O.",Purchased by the San Francisco Art Commission for the Golden Gateway Plaza,,"(-122.4194155,37.7749295)",Public Display : District 3 : Golden Gateway Plaza,Bronze,San Francisco Arts Commission,Bronze Icosahedron,
1906.1,"Perry, R. Hinton",Gift of Shreve & Co.,"48""","(-122.4666711,37.7703537)",Public Display : District 1 : GGP : Music Concourse,Bronze,San Francisco Arts Commission,Lion,
1936.6.6,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Land,
1936.6.4,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Sea,
1936.6.13,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,6' X 11',"(-122.467485,37.771673)",Museum : deYoung Museum,Oil on canvas,San Francisco Arts Commission,Night,
1936.6.11,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,6' X 11',"(-122.467646,37.771503)",de Young Museum,Oil on canvas,San Francisco Arts Commission,The Mountains,
1936.6.9,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Land,
1936.6.12,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,6' X 11',"(-122.467646,37.771503)",de Young Museum,Oil on canvas,San Francisco Arts Commission,The Forests,
1936.6.2,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Sea,
1936.6.5,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Sea,
1936.6.3,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Sea,
1936.6.7,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Land,
1936.6.1,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Sea,
1936.6.10,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Land,
1936.6.8,"Piazzoni, Gottardo Fidele Ponziano",Purchased for the San Francisco Main Library,,"(-122.467646,37.771503)",de Young Museum,Oil,San Francisco Arts Commission,The Land,
2007.1,"Pijoan, Irene",,72 in. x 72 in.,"(-122.4059601,37.7770166)","Public Display : District 6 : Victoria Manalo Park, SOMA",stainless steel,San Francisco Arts Commission,Untitled,
1993.18,Po Shu Wang,Commissioned by the Public Art Program for Firestation #37,,"(-122.398967,37.7574923)",Public Display : District 10 : 788 Wisconsin St.,bronze and copper,San Francisco Arts Commission,Scaling Harmonics,"788 Wisconsin St
"
T2009.10.a-l,Po Shu Wang,,,"(-122.4194155,37.7749295)",Public Display : District 5 : Octavia Blvd. between Market Street and Hayes Gree,Stainless steel and mirroed lenses,San Francisco Arts Commission,Ghinlon/Transcope,
1995.9,"Poethig, Johanna",Commissioned by the San Francisco Art Commission for the Tenderloin Children's Recreation Center,Lobby Floor: Gameboard,"(-122.4194155,37.7749295)",Public Display : District 6 : Tenderloin Tenderloin Children's Recreation Center,Glaze on ceramic tiles,San Francisco Arts Commission,Epic; Prediction; Gameboard; and H20,
1988.41,"Poethig, Johanna",Purchased by the San Francisco Art Commission for the Father Lafred Boeddecker Recreation Center,11' H X 41' W,"(-122.4194155,37.7749295)",Public Display : District 6 : Tenderloin Rec. Center : Jones and Eddy,Hand-cut and painted ceramic tile,San Francisco Arts Commission,Flying Dragon-Snake-Monkey-Bird,
1985.48,"Polk, James",Commissioned by the San Francisco Art Commission for the Parking Garage and 16th and Hoff Streets.,9' H X 13' W; 9' X 16'; 9' X 16',"(-122.4194155,37.7749295)",Public Display : District 6 : Hoff Street Garage,Iron,San Francisco Arts Commission,Untitled,
1985.1,"Pomodoro, Arnaldo",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"192"" H X 18""diameter","(-122.389979,37.615223)",Airport : Terminal 2 : Stairway from Arrivals to Departures,cast bronze,San Francisco Arts Commission,Cilindro Costruito,
1897.2,"Porter, Bruce",Gift of a committee of citizens aided by James D. Phelan in 1897 for Portsmouth Square.,9' H,"(-122.4048688,37.7947175)",Public Display : District 3 : Portsmouth Square : NW Corner,Granite,San Francisco Arts Commission,Robert Louis Stevenson (1850-1894) Memorial,
1985.40.1,"Potts, Don",Purchased by the San Francisco Art Commission for the San Francisco International Airport,,"(-122.4184094,37.7793133)",Public Display : District 6 : City Hall : South Light Court,Basswood with Plexiglas windows,San Francisco Arts Commission,Hallidie Building,
1985.42,"Potts, Don",Purchased by the San Francisco Art Commission for the San Francisco International Airport,,"(-122.4184094,37.7793133)",Public Display : District 6 : City Hall : South Light Court,Mahogany and basswood,San Francisco Arts Commission,Pylon of the Golden Gate Bridge,
1985.43,"Potts, Don",Purchased by the San Francisco Art Commission for the San Francisco International Airport,,"(-122.4184094,37.7793133)",Public Display : District 6 : City Hall : South Light Court,Maplewood and basswood,San Francisco Arts Commission,City Hall Dome,
1985.40.2,"Potts, Don",Purchased by the San Francisco Art Commission for the San Francisco International Airport,,"(-122.4184094,37.7793133)",Public Display : District 6 : City Hall : South Light Court,Maplewood,San Francisco Arts Commission,"San Francisco Victorian, Italianate Style",
2009.6,"Powell, Eric",Collection of the City and County of San Francisco. Commissioned for the Ingleside Branch Library by the San Francisco Arts Commission.,48 in. x 336 in.,"(-122.4194155,37.7749295)",Public Display : District 7 : Ingleside Branch Library : Ocean Avenue at Plymout,Steel,San Francisco Arts Commission,Ocean Current,
2001.8,Precitia Eyes muralists,Collection of the City and County of San Francisco,overall: 5' X 65'; floWer section: 5' X 12'; tree section: 5' X 8'; midsection:,"(-122.420664,37.770841)",Public Display : District 6 : 150 Otis Street,Solid-color unglazed and hand-painted ceramic tile,San Francisco Arts Commission,The Flower Inside Us Grows,
2000.12,"Preston, Anne",Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco.,"19' di X 14' 5 D dome; 16' di floor; 612' 2"" sections tile 42 1/2"" L X 30.9"" H","(-122.389979,37.615223)",Airport : IT : Concourse A : Arrivals Corridor,Cast fiberglass,San Francisco Arts Commission,You Were in Heaven,
1998.11.a-f,"Preston, Anne",Commissioned as art enrichment for the district courthouse,"444""L floor X 444"" W; 60"" W X 72"" L panels;28"" H X 64"" W X 64"" W bench","(-122.41883,37.780382)",Public Display : District 6 : Civic Center : Courthouse,"Zinc, terrazzo and marble, cast glass and bronze",San Francisco Arts Commission,Family Court Waiting Area,
1938.2,"Puccienlli, Raymond",Located on Lombard Street at Telegraph Hill Road.,,"(-122.412311,37.8029189)",Public Display : District 3 : Telegraph Hill : Lombard Street,Bronze,San Francisco Arts Commission,Guglielmo Marconi (1874-1937) Memorial Plaque,
1974.2,"Puccinelli, Raimondo(Raymond)",Purchased by the San Francisco Art Commission for the San Francisco General Hospital,,"(-122.4044431,37.7557795)","City Department : SFGH, Cafeteria patio",Grey stone (porterville diorite),San Francisco Arts Commission,American Bison--Buffalo,
1903.2,"Putnam, Arthur",Private Commission,5'H X 10' L,"(-122.4666711,37.7703537)","Public Display : District 1 : GGP, Music Concourse",Cast concrete,San Francisco Arts Commission,Sphinx,
1916.2,"Putnam, Arthur",Commissioned by the Downtown Association,,"(-122.4204734,37.7741056)",Public Display : District 6 : Market Street,Cast iron bas reliefs,San Francisco Arts Commission,The Winning of the West,
1984.5,"Qizhan, Zhu",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"16' H X 6' 2"" W Framed","(-122.4163842,37.7802635)",Museum : Asian Art Museum,Ink and watercolor on paper on silk mounting,San Francisco Arts Commission,Grapevine,
1973.24,"Quagliata, Narcissus",Bayview Health Center,,"(-122.4194155,37.7749295)",City Department : Bayview Health Center,Stained glass,San Francisco Arts Commission,Untitled,
1994.1,"Quagliata, Narcissus",Commissioned by the SFAC for the SF Downtown Parking Assoc and Dept of Parking ,40 panels/ 8 per floor measuring 3 1/2 X 3 1/3 X 28' W,"(-122.4047824,37.7835988)",City Department : DPT : Mission Parking Garage,"sandblasted, fused and cast glass",San Francisco Arts Commission,Oracle,
1982.5,"Quagliata, Narcissus",Commissioned by the San Francisco Art Commission for the North Shore Pump Station,8' X 22',"(-122.4054085,37.7975529)",Public Display : District 3 : North Shore Pump Station : Embarcadero & Kearny St,Stained glass,San Francisco Arts Commission,Untitled,
1954.17,"Quilici, Gladys Nevada",?,"24"" H","(-122.4194155,37.7749295)",Public Display : District 3 : Columbus Avenue at Union and Powell,Bronze,San Francisco Arts Commission,Frank Marini (1862-1952),
1986.2,"Ramirez, Robert",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,,"(-122.389979,37.615223)",Airport : Terminal 2 : Gate 58A,Mixed media,San Francisco Arts Commission,Urns,
T2010.3,Rebar Group,,,"(-122.4037946,37.7112195)",Public Display : Leland Ave. and Bayshore Blvd.,"Recycled parking meter heads, steel and automotive paint",San Francisco Arts Commission,Street Life,"Leland Ave
"
1976.92,"Reed, Michael John",,"28"" H X 28"" W X 16"" D","(-122.4184094,37.7793133)",Public Display : District 6 : City Hall,Bronze,San Francisco Arts Commission,Mayor George Christopher,
1933.35,"Reid, Robert",Commissioned for the Panama-Pacific International Exposition.,27 X 23',"(-122.4483876,37.8028347)",Public Display : District 2 : Palace of Fine Arts,Oil ,San Francisco Arts Commission,The Golden Fruit,
1933.39,"Reid, Robert",Commissioned for the Panama-Pacific International Exposition.,,"(-122.4483876,37.8028347)",Public Display : District 2 : Palace of Fine Arts,Oil,San Francisco Arts Commission,Ideals in Art,
1933.34,"Reid, Robert",Commissioned for the Panama-Pacific International Exposition.,27 X 23',"(-122.4483876,37.8028347)",Public Display : Palace of Fine Arts,Oil,San Francisco Arts Commission,The Golden Grain,
1933.37,"Reid, Robert",Commissioned for the Panama-Pacific International Exposition.,,"(-122.4483876,37.8028347)",Public Display : District 2 : Palace of Fine Arts,Oil,San Francisco Arts Commission,The Birth of European Art,
1933.36,"Reid, Robert",Commissioned for the Panama-Pacific International Exposition.,,"(-122.4483876,37.8028347)",Public Display : District 2 : Palace of Fine Arts,Oil,San Francisco Arts Commission,The Golden Metal,
1933.33,"Reid, Robert",Commissioned for the Panama-Pacific International Exposition.,27 X 23',"(-122.4483876,37.8028347)",Public Display : District 2 : Palace of Fine Arts,Oil ,San Francisco Arts Commission,The Golden Poppy,
1933.38,"Reid, Robert",Commissioned for the Panama-Pacific International Exposition.,,"(-122.4483876,37.8028347)",Public Display : District 2 : Palace fo Fine Arts,Oil,San Francisco Arts Commission,Oriental Art,
1997.8,"Reinerston, Lisa",Gift of Richard Blum to the city and county of San Francisco,"Bust: 29"" H X 28"" W X 18"" D; Base: 48"" H X 20"" W X 19 7/8"" D","(-122.4184094,37.7793133)",Public Display : District 6 : City Hall,Bronze; Marble base,San Francisco Arts Commission,Bust of Dianne Feinstein,
1992.21,"Reinertson, Lisa","San Francisco Art Commission/ Gift from Union Labor AFL-CIO (December 11, 1992)","Base: 54"" H X 20"" W X 24"" D Figure: 28"" H X 29"" W X 24"" D","(-122.4184094,37.7793133)",Public Display : District 6 : City Hall,Bronze,San Francisco Arts Commission,John F. Shelley,
1901.1,"Reitschel, Ernst",Gift of a committee of Lauchhammer (Prussian Saxony) citizens with funds for German residents of SF,8' H,"(-122.4666711,37.7703537)","Public Display : District 1 : GGP, Music Concourse",Bronze on pedestal of red Missouri granite,San Francisco Arts Commission,Goethe and Schiller,
1979.35,"Renfrow, Gregg",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"96"" H X 138"" W","(-122.389979,37.615223)",Storage : Airport,"Acrylic polymer, pigment and fibermesh",San Francisco Arts Commission,Untitled,
1994.17,"Richards, Peter",Commissioned by the San Francisco Art Commission for San Francisco General Hospital,420 in. x 1080 in.,"(-122.4044431,37.7557795)","City Department : SFGH, Garden of Building 80","Plant material, soil, granite, crushed lava rock",San Francisco Arts Commission,"Companion Place, a Complement to the Comfort Garden",
T2009.12,"Richards, Peter and Schwartzenberg, Susan",,,"(-122.4195296,37.7176346)",Public Display : District 10 : McLaren Park,Granite,San Francisco Arts Commission,Philosopher's Walk,
1997.5,"Rickey, George Warren",Gift of Dr. Carl Djerassi to San Francisco Public Library,"Dimensions of the letter ""L"" 18' H X 7' 3"" W","(-122.4194155,37.7749295)","Public Display : District 6 : Outside Main Library, Larkin St.",Stainless steel,San Francisco Arts Commission,Double L Eccentric Gyratory,
1999.15,rigo 99,Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco,,"(-122.389979,37.615223)",Airport : IT : Boarding Area G,Hand cut ceramic tile,San Francisco Arts Commission,Thinking of Balmy Alley,
1999.7,"Riley, Cheryl",Commissioned for art enrichment of the 911 Emergency Center,"7' H X 63 'L overall; concrete tiles 12"" X 12""; resin tiles 4"" X 4"".","(-122.4194155,37.7749295)",City Department : 911 Emergency Services Center : 1011 Turk St. : Exterior,"Cast concrete, GFRC tile and resin, mixed media, found objects.",San Francisco Arts Commission,Angels of Mercy,
1998.6,"Riley, Cheryl",Artist funded by NEA and Susie Tompkins Buell Foundation,"48"" H X 36"" W X 24""D","(-122.3973036,37.7299279)",City Department : Bayview Police Station : 345 Williams,"Maple, Clay, Glass, Bone, Horn, Ceramic Beads, Dutch gold leaf",San Francisco Arts Commission,On Target Podium,
1998.7,"Riley, Cheryl",Art enrichment funded in part by the Susie Tompkins Buell Foundation,,"(-122.399247,37.729805)",City Department : Bayview Police Station : 345 Williams Ave.,Bronze,San Francisco Arts Commission,Indian Spoon Sconces,"345 Williams Ave
"
1997.4.2.a-f,"Riley, Cheryl",Art enrichment for Bayview Police Station,"24"" H X 20"" W X 5 3/4"" D","(-122.3973036,37.7299279)",City Department : Bayview Police Station : 345 Williams,"Copper, Lacquer paint, Electrical wiring",San Francisco Arts Commission,Maasai Warrior Shield Light Sconces,
1998.7a-d,"Riley, Cheryl",Gift of the artist to the San Francisco Police Department,,"(-122.399247,37.729805)",City Department : Bayview Police Station : 345 Williams Ave.,bronze,San Francisco Arts Commission,Indian Spoon Sconces,"345 Williams Ave
"
1997.4.3,"Riley, Cheryl",Art enrichment for Bayview Police Station,30',"(-122.4194155,37.7749295)",City Department : Bayview Police Station : 345 Williams Ave. : Entrance Lobby,custom pre-cast concrete with integral color,San Francisco Arts Commission,Akamba Inlay Floor,
1997.4.1,"Riley, Cheryl",Art enrichment for the Bayview Police Station,"11' 6"" H X 66"" (dia)","(-122.3973036,37.7299279)",City Department : Bayview Police Station : 345 Williams,"Custom pre-cast concrete with integral color, crystals and minerals",San Francisco Arts Commission,Granary Bobo Bench,
1984.4,"Rios, Michael",Purchased by the San Francisco Arts Commission for the San Francisco General Hospital.,"96 X 240""","(-122.4044431,37.7557795)",City Department : SFGH : 4th Floor Terace,Mosaic-tile,San Francisco Arts Commission,Untitled,
1940.9,"Rivera, Diego",Property of San Francisco City College,"22' H X 73' 9"" W","(-122.4508478,37.72568589999999)","Public Display : District 11 : CCSF, Phelan Campus, ",Fresco,San Francisco Arts Commission,Marriage of the Artistic Expression of the North and South of this Continent,
1979.36,"Rivera, Gustavo",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,"66"" H X 75"" W","(-122.389979,37.615223)",Airport : T3 : Boarding Area E : Gate 61,Acrylic on canvas,San Francisco Arts Commission,"Azul, Azul Y Hacer",
1981.23,"Rivera, Gustavo",Purchased by the San Francisco Art Commission for the Moscone Convention Center,"60"" H X 120"" W","(-122.433021,37.801262)",Public Display : District 6 : Moscone Center : South,"Acrylic, charcoal, cardboard on linen mounted on board",San Francisco Arts Commission,Untitled,
T2009.11,"Roberts, Kent",,,"(-122.433021,37.801262)",Public Display : District 2 : Moscone Recreation Center,stainless steel and concrete,San Francisco Arts Commission,Passage,
1920.1,"Rodin, Auguste",Memorial to Raphael Weill by the people of San Francisco.,"7 1/2"" H X 6' W; Base 8' H","(-122.4194155,37.7749295)","Public Display : District 1 : Legion of Honor, north lawn",Bronze statue with granite base,San Francisco Arts Commission,The Three Shades,
1924.1,"Rodin, Auguste",,,"(-122.4194155,37.7749295)",Public Display : District 1 : Legion of Honor Courtyard,Bronze,San Francisco Arts Commission,The Thinker,
2008.8,"Rodriguez, Isis",,,"(-122.4194155,37.7749295)",Public Display : District 9 : Rolph Playground : Exterior entryway gate,,San Francisco Arts Commission,Untitled [Rolph Playground],
2005.11,"Rodriguez, Isis",,,"(-122.4194155,37.7749295)","Public Display : District 9 : Parque Ninos Unidos, 23rd and Treat",,San Francisco Arts Commission,Los Ninos del Sol,
2008.9,"Rodriguez, Isis",,,"(-122.4194155,37.7749295)",Public Display : District 10 : Potrero Del Sol Park : Exterior entryway gate,,San Francisco Arts Commission,Untitled [Potrero Del Sol Park],
T2009.29,"Rojas, Clare",,,"(-122.389979,37.615223)",Airport : International Terminal : Boarding Area G,Paint and pigmented ink,San Francisco Arts Commission,Blue Deer,
1986.6,"Ross, Charles",Purchased by the San Francisco Art Commission for the San Francisco International Airport,,"(-122.389979,37.615223)",Airport : T1 : Boarding Area B,Abrasian-resistant acrylic prisms,San Francisco Arts Commission,Light Lines,
1940.3,"Runyon, Hal Bayard",Gift of the Sailors Union of the Pacific.,"2 1/2' H sculpture on 9 1/2"" H shaft","(-122.3943387,37.7976769)",Public Display : District 3 : Foot of Market at Embarcadero,Bronze,San Francisco Arts Commission,Andrew Furuseth (1854-1938),
1996.14,"Saltos, Elizabeth",Commissioned for art enrichment for Firestation #44,7 1/2' H X 20' W,"(-122.4001425,37.7165812)","City Department : Fire Station #44, 1298 Girard Ave.",painted aluminum,San Francisco Arts Commission,Diagonal Relief,"1298 Girard Ave
"
1999.2,"Sarantitis, Joshua",Commissioned by the San Francisco Art Commission for the Recreation and Park Department.,Wall length is approx. 30',"(-122.4194155,37.7749295)",Public Display : District 10 : Jackson Playground : Arkansas St. and Mariposa,glazed ceramic tile,San Francisco Arts Commission,The Child Sees: Big Snail Fish,
T2009.34,"Sato, Norie",Commissioned by the San Francisco Arts Commission and the Airport Commission for San Francisco International Airport,,"(-122.389979,37.615223)",Airport : Terminal 2 : North and South Façade,,San Francisco Arts Commission,Air Over Under ,
2005.3,"Saulls, Vicki",,,"(-122.4122163,37.8024531)",Public Display : District 3 : North Beach Pool,,San Francisco Arts Commission,Locus,
2005.2,"Saulls, Vicki",,,"(-122.4122163,37.8024531)",Public Display : District 3 : North Beach Pool,,San Francisco Arts Commission,Nuotatori,
2006.4,"Saulls, Vicki Ann",,15 3/4 in. x 15 3/4 in. x 1 1/2 in.,"(-122.4365358,37.7598405)",Public Display : District 8 : Eureka Valley Recreation Center,cast concrete,San Francisco Arts Commission,Welcome Hands,
2006.5,"Saulls, Vicki Ann",,30 in. x 120 in. x 4 in.,"(-122.4365358,37.7598405)",Public Display : District 8 : Eureka Valley Recreation Center,cold-cast bronze and aluminum,San Francisco Arts Commission,From the Heart Outwards,
T2009.7.a-e,"Saulls, Vicky",,,"(-122.4571623,37.7683778)",Public Display : District 1 : Golden Gate Park : Koret Children's Quarters,Cast concrete aggregate,San Francisco Arts Commission,Untitled [group of animals],
1986.24,"Saunders, Raymond",Purchased by the San Francisco Art Commission for the San Francisco International Airport,"76"" H X 79"" W","(-122.389979,37.615223)",Airport : T3 : Gate 83-85,Mixed media on canvas,San Francisco Arts Commission,Letter's Missing,
1934.6,"Scheuer, Suzanne",Commissioned for Coit Tower,,"(-122.4058194,37.8023686)",Public Display : District 3 : Coit Tower,Fresco,San Francisco Arts Commission,Newsgathering,
1908.2,"Schmid, Rupert",Gift of a committee of citizens headed by Congressman O'Connor,,"(-122.4666711,37.7703537)",Public Display : District 1 : GGP : Music Concourse,Bronze,San Francisco Arts Commission,General Ulysses Simpson Grant (1822-1885),
1932.1,"Schnier, Jacques",Placed in 1932 by the Commonwealth Club of California and Pacific Telephone and Telegraph Co.,"30"" X 41"" L","(-122.4048711,37.7906482)",Public Display : District 3 : 444 Bush St.,Bronze,San Francisco Arts Commission,California Theater Plaque,"444 Bush St
"
1940.2,"Schweigardt, Frederick W.",Commissioned by the Golden Gate Bridge and Highway District.,,"(-122.4194155,37.7749295)",Public Display : District 2 : Golden Gate Bridge : Toll Crossing,Bronze,San Francisco Arts Commission,Joseph B. Strauss (1870-1938) Memorial,
1995.16,"Scuri, Vicki",Commissioned by the San Francisco Art Commission for the New Sheriff's Facility.,"18"" pavers throughout exterior entrance and interior lobby","(-122.4194155,37.7749295)",City Department : Sheriff's Facility : 7th St. and Bryant : Sidewalk,Cast concrete and tile,San Francisco Arts Commission,Sheriff Star Plaza,
1984.74,"Segal, George",Commissioned by the Mayor's Committee for a Memorial to the Six Million Victims of the Holocaust,66 in. x 144 in. x 144 in.,"(-122.5056701,37.78773899999999)",Public Display : District 1 : Lincoln Park : Land's End,Cast and painted bronze and wire,San Francisco Arts Commission,The Holocaust,
1971.44,"Selinger, Paul",Purchased with funds donated by Levi Strauss & Co for the Bush Street Sculpture Playground.,,"(-122.4425216,37.7856501)",Public Display : District 2 : Broderick and Bush Mini Park,,San Francisco Arts Commission,Untitled,
1984.68.1,"Sells, Raymond",Purchased by the San Francisco Art Commission for the Hall of Justice.,"30"" H; 7' in diameter each","(-122.4194155,37.7749295)","Public Display : District 6 : 850 Bryant, Main entrance",Cast aggregate,San Francisco Arts Commission,Untitled (Planter),
1984.68.2,"Sells, Raymond",Purchased by the San Francisco Art Commission for the Hall of Justice.,,"(-122.403768,37.775252)","Public Display : District 6 : 850 Bryant, main entrance",Cast aggregate,San Francisco Arts Commission,Untitled (Planter),
2006.3,"Serlin, Merle Axelrad",,43 in. x 50 in.,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Link Building : L1,Fabric collage with canvas backing,San Francisco Arts Commission,Bay Area Foothills,
2006.2,"Serlin, Merle Axelrad",,43 in. x 50 in.,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Link Building : L1,Fabric collage on canvas backing,San Francisco Arts Commission,Cliffs at Land's End,
2006.1,"Serlin, Merle Axelrad",,48 in. x 50 in.,"(-122.4556651,37.7478586)",City Department : Laguna Honda Hospital : Link Building : L1,Fabric collage,San Francisco Arts Commission,Marin Headlands,
2007.3,"Shaw, Richard",Collection of the City and County of San Francisco. Commissioned by the San Francisco Arts Commission and the Airport Commission for San Francisco International Airport,63 in. x 21 in. x 16 in.,"(-122.389979,37.615223)",Airport : Terminal 1 C,Porcelain,San Francisco Arts Commission,Martha H.,
1894.2,"Shields-Clarke, Thomas",Gift of M.H. DeYoung and the California Midwinter Fair Commission,,"(-122.4666711,37.7703537)","Public Display : District 1 : GGP, Music Concourse",Bronze,San Francisco Arts Commission,The Cider Press,
1995.24,"Shively, Evan",Commissioned for art enrichment of the Skilled Mental Health Facility,,"(-122.4044431,37.7557795)",City Department : SFGH : MHRF,redwood,San Francisco Arts Commission,Untitled,
1985.29,"Shuler, Dustin",Purchased by the San Francisco Art Commission for the Moscone Parking Garage,11' H X 15' W approx.,"(-122.3994074,37.784337)",City Department : DPT : Moscone Parking Garage : Facade,Painted steel,San Francisco Arts Commission,Spider Pelt,
1995.19,"Shum, Hilda",Purchased by the San Francisco Art Commission for the Mental Health Rehabilitation Facility,,"(-122.4194155,37.7749295)","City Department : SFGFH, Skilled Mental Health Nursing Facility",Aluminum sculpture with mosaic base,San Francisco Arts Commission,Fish Tale,
1983.1,"Shunkai, Bundo",Gift of Mike Iwasaki to commemorate peace and amity between the U.S. and Japan.,,"(-122.5056701,37.78773899999999)",Public Display : District 1 : Land's End,Black granite,San Francisco Arts Commission,Peace Monument,
1985.15,"Slusky, Joseph",Purchased by the San Francisco Art Commission for the Millbrae Water Plant,"123"" H X 103"" W X 144""D","(-122.4194155,37.7749295)",City Department : PUC : San Andreas Water Facility : Millbrae,Acrylic lacquer paint on steel,San Francisco Arts Commission,Calypso,
1986.9,"Smith, Anthony",Purchased by the San Francisco Art Commission for the Father Alfred Boeddecker Park,,"(-122.4122163,37.7842914)","Public Display : District 6 : Father Boeddekker Park, Jones and Eddy",Bronze,San Francisco Arts Commission,Untitled,
